report_date,year,month,Year-Month,family_with_children_shelter
2023-09-30,2023,9,2023-09,216
2023-09-30,2023,9,2023-09,493
2023-09-30,2023,9,2023-09,2115
2023-09-30,2023,9,2023-09,1770
2023-09-30,2023,9,2023-09,2226
2023-09-30,2023,9,2023-09,1298
2023-09-30,2023,9,2023-09,885
2023-09-30,2023,9,2023-09,1271
2023-08-31,2023,8,2023-08,1245
2023-08-31,2023,8,2023-08,1750
2023-08-31,2023,8,2023-08,2186
2023-08-31,2023,8,2023-08,1246
2023-08-31,2023,8,2023-08,878
2023-08-31,2023,8,2023-08,1257
2023-08-31,2023,8,2023-08,222
2023-08-31,2023,8,2023-08,488
2023-08-31,2023,8,2023-08,2089
2023-08-31,2023,8,2023-08,335
2023-08-31,2023,8,2023-08,0
2023-08-31,2023,8,2023-08,0
2023-08-31,2023,8,2023-08,0
2023-08-31,2023,8,2023-08,151
2023-08-31,2023,8,2023-08,178
2023-08-31,2023,8,2023-08,854
2023-08-31,2023,8,2023-08,1414
2023-08-31,2023,8,2023-08,0
2023-08-31,2023,8,2023-08,0
2023-08-31,2023,8,2023-08,0
2023-08-31,2023,8,2023-08,302
2023-08-31,2023,8,2023-08,0
2023-08-31,2023,8,2023-08,0
2023-08-31,2023,8,2023-08,286
2023-08-31,2023,8,2023-08,552
2023-08-31,2023,8,2023-08,899
2023-08-31,2023,8,2023-08,297
2023-08-31,2023,8,2023-08,928
2023-08-31,2023,8,2023-08,0
2023-08-31,2023,8,2023-08,555
2023-08-31,2023,8,2023-08,613
2023-08-31,2023,8,2023-08,754
2023-08-31,2023,8,2023-08,0
2023-08-31,2023,8,2023-08,812
2023-08-31,2023,8,2023-08,0
2023-08-31,2023,8,2023-08,1039
2023-08-31,2023,8,2023-08,350
2023-08-31,2023,8,2023-08,305
2023-08-31,2023,8,2023-08,0
2023-08-31,2023,8,2023-08,0
2023-08-31,2023,8,2023-08,985
2023-08-31,2023,8,2023-08,1122
2023-08-31,2023,8,2023-08,2580
2023-08-31,2023,8,2023-08,88
2023-08-31,2023,8,2023-08,452
2023-08-31,2023,8,2023-08,144
2023-08-31,2023,8,2023-08,0
2023-08-31,2023,8,2023-08,0
2023-08-31,2023,8,2023-08,422
2023-08-31,2023,8,2023-08,508
2023-08-31,2023,8,2023-08,373
2023-08-31,2023,8,2023-08,573
2023-08-31,2023,8,2023-08,554
2023-08-31,2023,8,2023-08,824
2023-08-31,2023,8,2023-08,348
2023-08-31,2023,8,2023-08,75
2023-08-31,2023,8,2023-08,0
2023-08-31,2023,8,2023-08,527
2023-08-31,2023,8,2023-08,0
2023-08-31,2023,8,2023-08,591
2023-07-31,2023,7,2023-07,1161
2023-07-31,2023,7,2023-07,1384
2023-07-31,2023,7,2023-07,0
2023-07-31,2023,7,2023-07,0
2023-07-31,2023,7,2023-07,0
2023-07-31,2023,7,2023-07,291
2023-07-31,2023,7,2023-07,0
2023-07-31,2023,7,2023-07,0
2023-07-31,2023,7,2023-07,287
2023-07-31,2023,7,2023-07,551
2023-07-31,2023,7,2023-07,882
2023-07-31,2023,7,2023-07,281
2023-07-31,2023,7,2023-07,597
2023-07-31,2023,7,2023-07,0
2023-07-31,2023,7,2023-07,535
2023-07-31,2023,7,2023-07,619
2023-07-31,2023,7,2023-07,772
2023-07-31,2023,7,2023-07,0
2023-07-31,2023,7,2023-07,838
2023-07-31,2023,7,2023-07,0
2023-07-31,2023,7,2023-07,369
2023-07-31,2023,7,2023-07,337
2023-07-31,2023,7,2023-07,206
2023-07-31,2023,7,2023-07,0
2023-07-31,2023,7,2023-07,0
2023-07-31,2023,7,2023-07,993
2023-07-31,2023,7,2023-07,1098
2023-07-31,2023,7,2023-07,2570
2023-07-31,2023,7,2023-07,346
2023-07-31,2023,7,2023-07,86
2023-07-31,2023,7,2023-07,457
2023-07-31,2023,7,2023-07,140
2023-07-31,2023,7,2023-07,0
2023-07-31,2023,7,2023-07,0
2023-07-31,2023,7,2023-07,398
2023-07-31,2023,7,2023-07,388
2023-07-31,2023,7,2023-07,379
2023-07-31,2023,7,2023-07,564
2023-07-31,2023,7,2023-07,557
2023-07-31,2023,7,2023-07,823
2023-07-31,2023,7,2023-07,427
2023-07-31,2023,7,2023-07,79
2023-07-31,2023,7,2023-07,0
2023-07-31,2023,7,2023-07,427
2023-07-31,2023,7,2023-07,0
2023-07-31,2023,7,2023-07,143
2023-07-31,2023,7,2023-07,580
2023-07-31,2023,7,2023-07,1227
2023-07-31,2023,7,2023-07,216
2023-07-31,2023,7,2023-07,474
2023-07-31,2023,7,2023-07,2067
2023-07-31,2023,7,2023-07,1766
2023-07-31,2023,7,2023-07,2221
2023-07-31,2023,7,2023-07,176
2023-07-31,2023,7,2023-07,847
2023-07-31,2023,7,2023-07,0
2023-07-31,2023,7,2023-07,0
2023-07-31,2023,7,2023-07,0
2023-07-31,2023,7,2023-07,1247
2023-07-31,2023,7,2023-07,886
2023-06-30,2023,6,2023-06,853
2023-06-30,2023,6,2023-06,367
2023-06-30,2023,6,2023-06,0
2023-06-30,2023,6,2023-06,0
2023-06-30,2023,6,2023-06,0
2023-06-30,2023,6,2023-06,867
2023-06-30,2023,6,2023-06,1439
2023-06-30,2023,6,2023-06,0
2023-06-30,2023,6,2023-06,0
2023-06-30,2023,6,2023-06,0
2023-06-30,2023,6,2023-06,304
2023-06-30,2023,6,2023-06,0
2023-06-30,2023,6,2023-06,0
2023-06-30,2023,6,2023-06,285
2023-06-30,2023,6,2023-06,545
2023-06-30,2023,6,2023-06,886
2023-06-30,2023,6,2023-06,291
2023-06-30,2023,6,2023-06,611
2023-06-30,2023,6,2023-06,0
2023-06-30,2023,6,2023-06,533
2023-06-30,2023,6,2023-06,630
2023-06-30,2023,6,2023-06,745
2023-06-30,2023,6,2023-06,0
2023-06-30,2023,6,2023-06,816
2023-06-30,2023,6,2023-06,0
2023-06-30,2023,6,2023-06,353
2023-06-30,2023,6,2023-06,354
2023-06-30,2023,6,2023-06,234
2023-06-30,2023,6,2023-06,0
2023-06-30,2023,6,2023-06,0
2023-06-30,2023,6,2023-06,983
2023-06-30,2023,6,2023-06,1101
2023-06-30,2023,6,2023-06,2444
2023-06-30,2023,6,2023-06,363
2023-06-30,2023,6,2023-06,87
2023-06-30,2023,6,2023-06,458
2023-06-30,2023,6,2023-06,131
2023-06-30,2023,6,2023-06,0
2023-06-30,2023,6,2023-06,0
2023-06-30,2023,6,2023-06,405
2023-06-30,2023,6,2023-06,376
2023-06-30,2023,6,2023-06,377
2023-06-30,2023,6,2023-06,570
2023-06-30,2023,6,2023-06,572
2023-06-30,2023,6,2023-06,420
2023-06-30,2023,6,2023-06,70
2023-06-30,2023,6,2023-06,0
2023-06-30,2023,6,2023-06,0
2023-06-30,2023,6,2023-06,568
2023-06-30,2023,6,2023-06,1231
2023-06-30,2023,6,2023-06,217
2023-06-30,2023,6,2023-06,476
2023-06-30,2023,6,2023-06,2067
2023-06-30,2023,6,2023-06,1703
2023-06-30,2023,6,2023-06,2262
2023-06-30,2023,6,2023-06,1223
2023-06-30,2023,6,2023-06,899
2023-06-30,2023,6,2023-06,1092
2023-06-30,2023,6,2023-06,170
2023-06-30,2023,6,2023-06,139
2023-05-31,2023,5,2023-05,2243
2023-05-31,2023,5,2023-05,1238
2023-05-31,2023,5,2023-05,930
2023-05-31,2023,5,2023-05,478
2023-05-31,2023,5,2023-05,2097
2023-05-31,2023,5,2023-05,1550
2023-05-31,2023,5,2023-05,1112
2023-05-31,2023,5,2023-05,1119
2023-05-31,2023,5,2023-05,0
2023-05-31,2023,5,2023-05,0
2023-05-31,2023,5,2023-05,0
2023-05-31,2023,5,2023-05,143
2023-05-31,2023,5,2023-05,170
2023-05-31,2023,5,2023-05,859
2023-05-31,2023,5,2023-05,1421
2023-05-31,2023,5,2023-05,0
2023-05-31,2023,5,2023-05,0
2023-05-31,2023,5,2023-05,0
2023-05-31,2023,5,2023-05,311
2023-05-31,2023,5,2023-05,0
2023-05-31,2023,5,2023-05,0
2023-05-31,2023,5,2023-05,279
2023-05-31,2023,5,2023-05,541
2023-05-31,2023,5,2023-05,857
2023-05-31,2023,5,2023-05,285
2023-05-31,2023,5,2023-05,581
2023-05-31,2023,5,2023-05,0
2023-05-31,2023,5,2023-05,544
2023-05-31,2023,5,2023-05,661
2023-05-31,2023,5,2023-05,745
2023-05-31,2023,5,2023-05,0
2023-05-31,2023,5,2023-05,815
2023-05-31,2023,5,2023-05,0
2023-05-31,2023,5,2023-05,345
2023-05-31,2023,5,2023-05,362
2023-05-31,2023,5,2023-05,266
2023-05-31,2023,5,2023-05,0
2023-05-31,2023,5,2023-05,0
2023-05-31,2023,5,2023-05,974
2023-05-31,2023,5,2023-05,2380
2023-05-31,2023,5,2023-05,368
2023-05-31,2023,5,2023-05,88
2023-05-31,2023,5,2023-05,456
2023-05-31,2023,5,2023-05,138
2023-05-31,2023,5,2023-05,0
2023-05-31,2023,5,2023-05,0
2023-05-31,2023,5,2023-05,395
2023-05-31,2023,5,2023-05,376
2023-05-31,2023,5,2023-05,378
2023-05-31,2023,5,2023-05,581
2023-05-31,2023,5,2023-05,503
2023-05-31,2023,5,2023-05,832
2023-05-31,2023,5,2023-05,409
2023-05-31,2023,5,2023-05,65
2023-05-31,2023,5,2023-05,0
2023-05-31,2023,5,2023-05,360
2023-05-31,2023,5,2023-05,0
2023-05-31,2023,5,2023-05,578
2023-05-31,2023,5,2023-05,1251
2023-05-31,2023,5,2023-05,210
2023-04-30,2023,4,2023-04,0
2023-04-30,2023,4,2023-04,1077
2023-04-30,2023,4,2023-04,2441
2023-04-30,2023,4,2023-04,196
2023-04-30,2023,4,2023-04,91
2023-04-30,2023,4,2023-04,461
2023-04-30,2023,4,2023-04,145
2023-04-30,2023,4,2023-04,0
2023-04-30,2023,4,2023-04,0
2023-04-30,2023,4,2023-04,412
2023-04-30,2023,4,2023-04,370
2023-04-30,2023,4,2023-04,374
2023-04-30,2023,4,2023-04,591
2023-04-30,2023,4,2023-04,515
2023-04-30,2023,4,2023-04,851
2023-04-30,2023,4,2023-04,425
2023-04-30,2023,4,2023-04,63
2023-04-30,2023,4,2023-04,0
2023-04-30,2023,4,2023-04,358
2023-04-30,2023,4,2023-04,0
2023-04-30,2023,4,2023-04,569
2023-04-30,2023,4,2023-04,1233
2023-04-30,2023,4,2023-04,212
2023-04-30,2023,4,2023-04,482
2023-04-30,2023,4,2023-04,2086
2023-04-30,2023,4,2023-04,1504
2023-04-30,2023,4,2023-04,2189
2023-04-30,2023,4,2023-04,1229
2023-04-30,2023,4,2023-04,899
2023-04-30,2023,4,2023-04,1104
2023-04-30,2023,4,2023-04,0
2023-04-30,2023,4,2023-04,0
2023-04-30,2023,4,2023-04,138
2023-04-30,2023,4,2023-04,164
2023-04-30,2023,4,2023-04,857
2023-04-30,2023,4,2023-04,1405
2023-04-30,2023,4,2023-04,0
2023-04-30,2023,4,2023-04,0
2023-04-30,2023,4,2023-04,0
2023-04-30,2023,4,2023-04,293
2023-04-30,2023,4,2023-04,0
2023-04-30,2023,4,2023-04,0
2023-04-30,2023,4,2023-04,289
2023-04-30,2023,4,2023-04,540
2023-04-30,2023,4,2023-04,876
2023-04-30,2023,4,2023-04,295
2023-04-30,2023,4,2023-04,617
2023-04-30,2023,4,2023-04,0
2023-04-30,2023,4,2023-04,552
2023-04-30,2023,4,2023-04,697
2023-04-30,2023,4,2023-04,724
2023-04-30,2023,4,2023-04,0
2023-04-30,2023,4,2023-04,271
2023-04-30,2023,4,2023-04,370
2023-04-30,2023,4,2023-04,328
2023-04-30,2023,4,2023-04,0
2023-04-30,2023,4,2023-04,833
2023-04-30,2023,4,2023-04,0
2023-04-30,2023,4,2023-04,844
2023-03-31,2023,3,2023-03,0
2023-03-31,2023,3,2023-03,0
2023-03-31,2023,3,2023-03,425
2023-03-31,2023,3,2023-03,405
2023-03-31,2023,3,2023-03,379
2023-03-31,2023,3,2023-03,578
2023-03-31,2023,3,2023-03,527
2023-03-31,2023,3,2023-03,818
2023-03-31,2023,3,2023-03,420
2023-03-31,2023,3,2023-03,68
2023-03-31,2023,3,2023-03,0
2023-03-31,2023,3,2023-03,366
2023-03-31,2023,3,2023-03,0
2023-03-31,2023,3,2023-03,576
2023-03-31,2023,3,2023-03,1220
2023-03-31,2023,3,2023-03,214
2023-03-31,2023,3,2023-03,464
2023-03-31,2023,3,2023-03,2076
2023-03-31,2023,3,2023-03,1421
2023-03-31,2023,3,2023-03,2177
2023-03-31,2023,3,2023-03,1234
2023-03-31,2023,3,2023-03,862
2023-03-31,2023,3,2023-03,1119
2023-03-31,2023,3,2023-03,0
2023-03-31,2023,3,2023-03,0
2023-03-31,2023,3,2023-03,135
2023-03-31,2023,3,2023-03,180
2023-03-31,2023,3,2023-03,832
2023-03-31,2023,3,2023-03,1354
2023-03-31,2023,3,2023-03,0
2023-03-31,2023,3,2023-03,0
2023-03-31,2023,3,2023-03,0
2023-03-31,2023,3,2023-03,303
2023-03-31,2023,3,2023-03,0
2023-03-31,2023,3,2023-03,0
2023-03-31,2023,3,2023-03,289
2023-03-31,2023,3,2023-03,554
2023-03-31,2023,3,2023-03,855
2023-03-31,2023,3,2023-03,292
2023-03-31,2023,3,2023-03,596
2023-03-31,2023,3,2023-03,0
2023-03-31,2023,3,2023-03,559
2023-03-31,2023,3,2023-03,681
2023-03-31,2023,3,2023-03,712
2023-03-31,2023,3,2023-03,0
2023-03-31,2023,3,2023-03,645
2023-03-31,2023,3,2023-03,0
2023-03-31,2023,3,2023-03,340
2023-03-31,2023,3,2023-03,358
2023-03-31,2023,3,2023-03,201
2023-03-31,2023,3,2023-03,0
2023-03-31,2023,3,2023-03,847
2023-03-31,2023,3,2023-03,1095
2023-03-31,2023,3,2023-03,2379
2023-03-31,2023,3,2023-03,191
2023-03-31,2023,3,2023-03,85
2023-03-31,2023,3,2023-03,454
2023-03-31,2023,3,2023-03,151
2023-03-31,2023,3,2023-03,0
2023-02-28,2023,2,2023-02,452
2023-02-28,2023,2,2023-02,221
2023-02-28,2023,2,2023-02,1216
2023-02-28,2023,2,2023-02,580
2023-02-28,2023,2,2023-02,0
2023-02-28,2023,2,2023-02,361
2023-02-28,2023,2,2023-02,0
2023-02-28,2023,2,2023-02,70
2023-02-28,2023,2,2023-02,453
2023-02-28,2023,2,2023-02,821
2023-02-28,2023,2,2023-02,531
2023-02-28,2023,2,2023-02,573
2023-02-28,2023,2,2023-02,379
2023-02-28,2023,2,2023-02,416
2023-02-28,2023,2,2023-02,429
2023-02-28,2023,2,2023-02,0
2023-02-28,2023,2,2023-02,710
2023-02-28,2023,2,2023-02,671
2023-02-28,2023,2,2023-02,568
2023-02-28,2023,2,2023-02,0
2023-02-28,2023,2,2023-02,376
2023-02-28,2023,2,2023-02,307
2023-02-28,2023,2,2023-02,863
2023-02-28,2023,2,2023-02,558
2023-02-28,2023,2,2023-02,283
2023-02-28,2023,2,2023-02,0
2023-02-28,2023,2,2023-02,0
2023-02-28,2023,2,2023-02,297
2023-02-28,2023,2,2023-02,0
2023-02-28,2023,2,2023-02,0
2023-02-28,2023,2,2023-02,0
2023-02-28,2023,2,2023-02,1421
2023-02-28,2023,2,2023-02,854
2023-02-28,2023,2,2023-02,180
2023-02-28,2023,2,2023-02,109
2023-02-28,2023,2,2023-02,0
2023-02-28,2023,2,2023-02,0
2023-02-28,2023,2,2023-02,0
2023-02-28,2023,2,2023-02,0
2023-02-28,2023,2,2023-02,143
2023-02-28,2023,2,2023-02,436
2023-02-28,2023,2,2023-02,85
2023-02-28,2023,2,2023-02,204
2023-02-28,2023,2,2023-02,2398
2023-02-28,2023,2,2023-02,1145
2023-02-28,2023,2,2023-02,795
2023-02-28,2023,2,2023-02,0
2023-02-28,2023,2,2023-02,0
2023-02-28,2023,2,2023-02,185
2023-02-28,2023,2,2023-02,357
2023-02-28,2023,2,2023-02,347
2023-02-28,2023,2,2023-02,0
2023-02-28,2023,2,2023-02,536
2023-02-28,2023,2,2023-02,1136
2023-02-28,2023,2,2023-02,870
2023-02-28,2023,2,2023-02,1242
2023-02-28,2023,2,2023-02,2200
2023-02-28,2023,2,2023-02,1359
2023-02-28,2023,2,2023-02,2136
2023-01-31,2023,1,2023-01,318
2023-01-31,2023,1,2023-01,0
2023-01-31,2023,1,2023-01,1122
2023-01-31,2023,1,2023-01,854
2023-01-31,2023,1,2023-01,1289
2023-01-31,2023,1,2023-01,2238
2023-01-31,2023,1,2023-01,1326
2023-01-31,2023,1,2023-01,2057
2023-01-31,2023,1,2023-01,450
2023-01-31,2023,1,2023-01,222
2023-01-31,2023,1,2023-01,1197
2023-01-31,2023,1,2023-01,575
2023-01-31,2023,1,2023-01,0
2023-01-31,2023,1,2023-01,357
2023-01-31,2023,1,2023-01,0
2023-01-31,2023,1,2023-01,71
2023-01-31,2023,1,2023-01,772
2023-01-31,2023,1,2023-01,833
2023-01-31,2023,1,2023-01,551
2023-01-31,2023,1,2023-01,572
2023-01-31,2023,1,2023-01,368
2023-01-31,2023,1,2023-01,421
2023-01-31,2023,1,2023-01,418
2023-01-31,2023,1,2023-01,0
2023-01-31,2023,1,2023-01,0
2023-01-31,2023,1,2023-01,129
2023-01-31,2023,1,2023-01,183
2023-01-31,2023,1,2023-01,830
2023-01-31,2023,1,2023-01,1410
2023-01-31,2023,1,2023-01,0
2023-01-31,2023,1,2023-01,0
2023-01-31,2023,1,2023-01,0
2023-01-31,2023,1,2023-01,315
2023-01-31,2023,1,2023-01,0
2023-01-31,2023,1,2023-01,0
2023-01-31,2023,1,2023-01,285
2023-01-31,2023,1,2023-01,544
2023-01-31,2023,1,2023-01,871
2023-01-31,2023,1,2023-01,291
2023-01-31,2023,1,2023-01,1356
2023-01-31,2023,1,2023-01,0
2023-01-31,2023,1,2023-01,593
2023-01-31,2023,1,2023-01,682
2023-01-31,2023,1,2023-01,731
2023-01-31,2023,1,2023-01,0
2023-01-31,2023,1,2023-01,522
2023-01-31,2023,1,2023-01,0
2023-01-31,2023,1,2023-01,660
2023-01-31,2023,1,2023-01,334
2023-01-31,2023,1,2023-01,0
2023-01-31,2023,1,2023-01,0
2023-01-31,2023,1,2023-01,763
2023-01-31,2023,1,2023-01,1114
2023-01-31,2023,1,2023-01,2394
2023-01-31,2023,1,2023-01,204
2023-01-31,2023,1,2023-01,88
2023-01-31,2023,1,2023-01,463
2023-01-31,2023,1,2023-01,144
2023-01-31,2023,1,2023-01,0
